age,gender,attendance_percentage,weekly_study_hours,previous_grade,internet_access,parent_education,family_support,failures,final_score,grade
15,Male,40.6,6.2,73.3,Yes,PhD,Yes,0,41.8,D
16,Female,66.7,0.1,64.5,Yes,Bachelors,No,0,51.6,D
15,Male,56.7,7.8,41.1,No,Masters,No,0,25.5,F
18,Female,67.4,3.2,71.3,Yes,High School,No,0,40.7,D
18,Male,72.8,3.5,56.3,Yes,High School,No,0,43.2,D
18,Female,68.2,,78.2,Yes,Bachelors,No,0,54.3,D
15,Female,96.8,3.3,65.0,Yes,Bachelors,Yes,0,78.0,B
16,Male,79.9,7.5,70.9,Yes,Masters,Yes,0,53.2,D
16,Female,79.5,0.0,50.6,Yes,PhD,Yes,0,39.4,F
15,Female,84.3,7.2,56.2,Yes,High School,No,1,31.0,F
16,Male,57.9,4.8,58.1,Yes,High School,Yes,0,45.9,D
15,Female,90.6,1.0,77.9,Yes,Masters,No,1,53.1,D
16,Male,73.9,1.3,90.2,Yes,Bachelors,Yes,0,73.8,B
17,Male,85.1,8.2,52.9,Yes,High School,Yes,0,65.1,C
17,Female,58.9,1.6,81.2,Yes,Bachelors,No,0,55.6,C
18,Female,51.7,1.1,32.5,No,Bachelors,Yes,1,20.2,F
17,Female,87.3,6.8,47.1,Yes,Masters,Yes,0,58.1,C
17,Female,80.6,4.8,50.6,Yes,Bachelors,Yes,0,40.3,D
17,Female,61.5,1.7,44.7,No,High School,Yes,0,33.5,F
15,Female,62.0,4.5,41.2,Yes,PhD,No,0,26.8,F
17,Female,91.9,1.4,71.2,Yes,,Yes,0,70.8,B
17,Male,57.2,6.8,61.8,Yes,Bachelors,Yes,0,52.4,D
18,Female,99.6,6.7,70.7,Yes,High School,Yes,0,85.1,A
17,Male,61.5,5.3,75.4,Yes,Bachelors,No,0,49.3,D
17,Female,84.6,4.9,69.0,No,High School,Yes,0,61.9,C
16,Female,70.1,8.4,74.9,Yes,High School,No,1,58.6,C
18,Male,84.0,4.0,64.0,Yes,Bachelors,No,1,47.5,D
18,Female,66.8,1.0,47.2,No,High School,Yes,0,28.1,F
18,Female,72.6,5.1,80.9,Yes,Bachelors,No,1,57.0,C
18,Male,75.6,9.2,56.2,Yes,High School,No,2,36.9,F
18,Female,60.0,1.5,51.0,Yes,Bachelors,Yes,0,24.9,F
18,Female,86.1,3.1,62.3,Yes,High School,Yes,0,66.8,C
15,Female,67.3,5.0,51.3,Yes,High School,No,1,43.4,D
17,Male,71.6,3.9,58.7,Yes,High School,No,0,46.3,D
18,Female,60.1,,70.2,Yes,Masters,Yes,0,62.6,C
17,Female,36.6,6.8,70.2,Yes,Masters,Yes,2,33.6,F
17,Female,72.1,9.8,51.5,Yes,High School,No,0,71.3,B
15,Female,100.0,4.5,57.7,Yes,Masters,No,1,56.9,C
18,Male,86.8,1.7,81.1,Yes,Bachelors,No,1,40.4,D
16,Male,74.7,0.1,72.4,Yes,PhD,Yes,3,47.8,D
15,Female,71.1,4.6,96.1,Yes,High School,No,0,72.7,B
16,Female,75.3,6.8,82.7,No,Bachelors,Yes,0,66.9,C
17,Male,83.2,5.2,82.2,Yes,High School,Yes,0,74.6,B
17,Male,57.3,,44.2,Yes,High School,No,0,29.9,F
15,Female,91.7,2.5,76.5,Yes,PhD,No,0,71.4,B
15,Female,86.1,4.6,55.9,Yes,High School,No,0,50.5,D
18,Male,51.6,2.4,43.9,Yes,Bachelors,No,0,11.3,F
16,Male,79.3,5.1,52.6,No,Bachelors,No,2,38.7,F
17,Female,78.0,2.6,84.2,Yes,High School,No,3,58.1,C
18,Female,63.6,1.1,64.1,Yes,Masters,Yes,0,44.1,D
17,Male,64.6,7.8,66.7,No,High School,Yes,0,58.9,C
17,Female,78.6,1.1,25.5,Yes,Bachelors,Yes,0,24.7,F
17,Female,66.3,0.8,50.2,Yes,High School,No,0,41.5,D
17,Male,83.8,0.6,54.1,Yes,Bachelors,Yes,0,46.7,D
15,Female,81.5,3.0,35.4,Yes,Bachelors,Yes,0,50.9,D
18,Male,83.5,0.0,81.1,Yes,Masters,Yes,1,46.8,D
15,Female,48.9,1.3,80.4,Yes,High School,Yes,0,33.7,F
18,Female,61.2,0.9,69.7,Yes,High School,Yes,0,22.6,F
16,Male,74.1,2.5,71.4,Yes,High School,No,0,58.6,C
18,Female,100.0,4.9,60.5,No,High School,Yes,1,50.1,D
